SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-06 09:00:00,NR,18.4,116.3, , , ,PROVISIONAL,432,432,P______________, ,WP222025,18.4,116.3, , ,29,1002,-1, , , , , , , , , , , , ,1005,100,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,310
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-06 12:00:00,NR,18.6,115.9, , , ,PROVISIONAL,446,429,O______________,tcvitals,WP222025,18.6,115.9, , ,29,1002,-1, , , , , , , , , , , , ,1005,100,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,280
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-06 15:00:00,NR,18.6,115.3, , , ,PROVISIONAL,426,417,P______________, ,WP222025,18.6,115.3, , ,34,1000,0, , , , , , , , , , , , ,1005,124,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,265
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-06 18:00:00,NR,18.5,114.8, , , ,PROVISIONAL,417,401,O______________,tcvitals,WP222025,18.5,114.8, , ,39,997,0,35,48,74,30, , , , , , , , ,1005,148,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,250
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-06 21:00:00,NR,18.3,114.6, , , ,PROVISIONAL,405,386,P______________, ,WP222025,18.3,114.6, , ,42,996,0,35,48,74,30, , , , , , , , ,1005,148,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,240
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 00:00:00,NR,18.3,114.4, , , ,PROVISIONAL,386,340,O______________,tcvitals,WP222025,18.3,114.4, , ,45,994,0,35,48,74,30, , , , , , , , ,1005,148,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,315
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 03:00:00,NR,18.7,114.1, , , ,PROVISIONAL,340,295,P______________, ,WP222025,18.7,114.1, , ,45,994,0,35,48,74,30, , , , , , , , ,1005,148,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 06:00:00,NR,19.3,113.8, , , ,PROVISIONAL,295,267,O______________,tcvitals,WP222025,19.3,113.8, , ,45,994,0,35,48,74,30, , , , , , , , ,1005,148,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,340
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 09:00:00,NR,19.7,113.7, , , ,PROVISIONAL,256,221,P______________, ,WP222025,19.7,113.7, , ,48,993,0,48,70,76,39, , , , , , , , ,1005,148,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,345
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 12:00:00,NR,20.0,113.6, , , ,PROVISIONAL,221,172,O______________,tcvitals,WP222025,20.0,113.6, , ,51,991,0,61,91,78,48, , , , , , , , ,1005,148,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,340
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 15:00:00,NR,20.4,113.4, , , ,PROVISIONAL,172,124,P______________, ,WP222025,20.4,113.4, , ,56,988,0,63,91,78,48, , , , , , , , ,1005,141,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,335
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 18:00:00,NR,20.8,113.2, , , ,PROVISIONAL,124,63,O______________,tcvitals,WP222025,20.8,113.2, , ,60,984,0,65,91,78,48, , , , , , , , ,1004,134,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,330
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-07 21:00:00,NR,21.3,112.9, , , ,PROVISIONAL,63,0,P______________, ,WP222025,21.3,112.9, , ,62,984,0,65,91,78,48, , , , , , , , ,1004,126,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-08 00:00:00,NR,21.8,112.6, , , ,PROVISIONAL,0, ,O______________,tcvitals,WP222025,21.8,112.6, , ,64,984,1,65,91,78,48, , , , , , , , ,1004,117,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-09 06:00:00,NR,-9.1,69.3, , , ,PROVISIONAL,1752,1697,O______________,tcvitals,SH032026,-9.1,69.3, , ,35,1006,0, , , , , , , , , , , , ,1012,139,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,235
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-09 09:00:00,NR,-9.4,68.9, , , ,PROVISIONAL,1697,1635,P______________, ,SH032026,-9.4,68.9, , ,35,1006,0, , , , , , , , , , , , ,1011,126,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,235
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-09 12:00:00,NR,-9.7,68.4, , , ,PROVISIONAL,1635,1565,O______________,tcvitals,SH032026,-9.7,68.4, , ,35,1005,0, , , , , , , , , , , , ,1010,113,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,240
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-09 15:00:00,NR,-10.0,67.8, , , ,PROVISIONAL,1565,1496,P______________, ,SH032026,-10.0,67.8, , ,35,1006,0, , , , , , , , , , , , ,1011,113,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,245
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-09 18:00:00,NR,-10.3,67.2, , , ,PROVISIONAL,1496,1445,O______________,tcvitals,SH032026,-10.3,67.2, , ,35,1006,0, , , , , , , , , , , , ,1012,113,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,250
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-09 21:00:00,NR,-10.4,66.6, , , ,PROVISIONAL,1445,1401,P______________, ,SH032026,-10.4,66.6, , ,35,1006,0, , , , , , , , , , , , ,1011,113,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,260
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 00:00:00,NR,-10.5,66.1, , , ,PROVISIONAL,1401,1374,O______________,tcvitals,SH032026,-10.5,66.1, , ,35,1006,0, , , , , , , , , , , , ,1010,113,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,265
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 03:00:00,NR,-10.5,65.7, , , ,PROVISIONAL,1374,1354,P______________, ,SH032026,-10.5,65.7, , ,35,1005,0, , , , , , , , , , , , ,1011,100,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,270
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 06:00:00,NR,-10.5,65.4, , , ,PROVISIONAL,1354,1341,O______________,tcvitals,SH032026,-10.5,65.4, , ,35,1004,0, , , , , , , , , , , , ,1012,87,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,270
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 09:00:00,NR,-10.5,65.2, , , ,PROVISIONAL,1341,1329,P______________, ,SH032026,-10.5,65.2, , ,35,1004,0, , , , , , , , , , , , ,1011,96,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,270
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 12:00:00,NR,-10.5,65.0, , , ,PROVISIONAL,1329,1322,O______________,tcvitals,SH032026,-10.5,65.0, , ,35,1004,0, , , , , , , , , , , , ,1010,104,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,295
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 15:00:00,NR,-10.4,64.8, , , ,PROVISIONAL,1325,1325,P______________, ,SH032026,-10.4,64.8, , ,35,1005,0, , , , , , , , , , , , ,1011,96,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,315
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 18:00:00,NR,-10.2,64.7, , , ,PROVISIONAL,1338,1338,O______________,tcvitals,SH032026,-10.2,64.7, , ,35,1006,0, , , , , , , , , , , , ,1012,87,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,320
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-10 21:00:00,NR,-10.1,64.6, , , ,PROVISIONAL,1341,1341,P______________, ,SH032026,-10.1,64.6, , ,35,1006,0, , , , , , , , , , , , ,1011,87,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,315
2025252S09069,2026,72,SI,MM,UNNAMED,2025-09-11 00:00:00,NR,-10.1,64.6, , , ,PROVISIONAL,1341, ,O______________,tcvitals,SH032026,-10.1,64.6, , ,35,1006,0, , , , , , , , , , , , ,1010,87,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,305
