SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2025244N13263,2025,69,EP,MM,LORENA,2025-09-01 18:00:00,DS,16.5,-103.5, , , ,PROVISIONAL,190,179,O______________,nhc_working_bt,EP122025,16.5,-103.5, ,DB,30,1008,-3, , , , , , , , , , , , ,1011,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,13,295
2025244N13263,2025,69,EP,MM,LORENA,2025-09-01 21:00:00,DS,16.8,-104.1, , , ,PROVISIONAL,179,178,P______________, ,EP122025,16.8,-104.1, ,DB,30,1008,-3, , , , , , , , , , , , ,1010,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,290
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 00:00:00,DS,17.0,-104.8, , , ,PROVISIONAL,200,200,O______________,nhc_working_bt,EP122025,17.0,-104.8, ,DB,30,1007,-3, , , , , , , , , , , , ,1009,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,14,285
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 03:00:00,DS,17.1,-105.6, , , ,PROVISIONAL,249,243,P______________, ,EP122025,17.1,-105.6, ,DB,30,1007,-3, , , , , , , , , , , , ,1009,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,280
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 06:00:00,TS,17.3,-106.3, , , ,PROVISIONAL,265,265,O______________,nhc_working_bt,EP122025,17.3,-106.3, ,TD,30,1007,-1, , , , , , , , , , , , ,1009,120,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,13,290
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 09:00:00,TS,17.6,-106.9, , , ,PROVISIONAL,284,283,P______________, ,EP122025,17.6,-106.9, ,TD,33,1006,-1, , , , , , , , , , , , ,1009,110,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 12:00:00,TS,17.9,-107.4, , , ,PROVISIONAL,299,291,O______________,nhc_working_bt,EP122025,18.0,-107.4, ,TS,35,1005,0,30,20,0,20, , , , , , , , ,1009,100,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,12,310
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 15:00:00,TS,18.4,-107.9, , , ,PROVISIONAL,309,302,P______________, ,EP122025,18.4,-107.9, ,TS,40,1004,0,30,25,0,20, , , , , , , , ,1009,100,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,320
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 18:00:00,TS,18.9,-108.3, , , ,PROVISIONAL,318,318,O______________,nhc_working_bt,EP122025,18.9,-108.3, ,TS,45,1002,0,30,30,0,20, , , , , , , , ,1009,100,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,30, , , ,13,320
2025244N13263,2025,69,EP,MM,LORENA,2025-09-02 21:00:00,TS,19.4,-108.8, , , ,PROVISIONAL,342,342,P______________, ,EP122025,19.3,-108.8, ,TS,50,1000,0,35,35,10,25,10, , , , , , , ,1009,120,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,45, , , ,12,315
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 00:00:00,TS,19.8,-109.2, , , ,PROVISIONAL,352,302,O______________,nhc_working_bt,EP122025,19.8,-109.2, ,TS,55,997,0,40,40,20,30,20,0,0,0, , , , ,1009,140,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , ,12,60, , ,60,12,320
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 03:00:00,TS,20.2,-109.6, , , ,PROVISIONAL,302,245,P______________, ,EP122025,20.2,-109.6, ,TS,58,995,0,45,40,20,30,20,10,0,0, , , , ,1010,140,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,68, , ,53,12,320
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 06:00:00,TS,20.7,-110.0, , , ,PROVISIONAL,245,183,O______________,nhc_working_bt,EP122025,20.7,-110.0, ,TS,60,993,0,50,40,20,30,20,20,0,0, , , , ,1010,140,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,75, , ,45,15,325
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 09:00:00,TS,21.4,-110.5, , , ,PROVISIONAL,175,145,P______________, ,EP122025,21.4,-110.5, ,TS,63,992,0,55,40,25,35,20,20,0,10, , , , ,1010,140,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,68, , ,38,17,320
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 12:00:00,TS,22.0,-111.1, , , ,PROVISIONAL,151,151,O______________,nhc_working_bt,EP122025,22.0,-111.1, ,HU,65,990,1,60,40,30,40,20,20,0,20,15,0,0,15,1010,140,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80, , , , ,12,60,30, ,30,14,310
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 15:00:00,TS,22.3,-111.6, , , ,PROVISIONAL,177,177,P______________, ,EP122025,22.3,-111.6, ,HU,68,988,1,65,40,30,40,20,20,5,20,15,5,0,8,1010,140,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60,38, ,45,11,300
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 18:00:00,TS,22.5,-112.1, , , ,PROVISIONAL,203,198,O______________,nhc_working_bt,EP122025,22.5,-112.1, ,HU,70,985,1,70,40,30,40,20,20,10,20,15,10,0,0,1010,140,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,60,45,30,60,10,300
2025244N13263,2025,69,EP,MM,LORENA,2025-09-03 21:00:00,TS,22.8,-112.5, , , ,PROVISIONAL,200,191,P______________, ,EP122025,22.8,-112.5, ,HU,73,983,1,70,40,30,40,20,20,10,20,15,10,0,0,1010,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,68,53,38,53,10,310
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 00:00:00,TS,23.1,-112.9, , , ,PROVISIONAL,192,177,O______________,nhc_working_bt,EP122025,23.1,-112.9, ,HU,75,981,1,70,40,30,40,20,20,10,20,15,10,0,0,1009,160,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90, , , , ,12,75,60,45,45,9,315
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 03:00:00,TS,23.4,-113.2, , , ,PROVISIONAL,183,172,P______________, ,EP122025,23.4,-113.2, ,HU,73,983,1,65,40,30,40,20,20,10,20,15,10,0,0,1009,160,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,75,53,45,53,8,315
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 06:00:00,TS,23.7,-113.5, , , ,PROVISIONAL,180,180,O______________,nhc_working_bt,EP122025,23.7,-113.5, ,HU,70,984,1,60,40,30,40,20,20,10,20,15,10,0,0,1009,160,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,75,45,45,60,7,310
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 09:00:00,TS,23.9,-113.8, , , ,PROVISIONAL,190,190,P______________, ,EP122025,23.9,-113.8, ,HU,65,988,1,60,40,30,40,20,18,5,18,7,5, , ,1009,155,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60,38,38,60,6,300
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 12:00:00,TS,24.0,-114.1, , , ,PROVISIONAL,212,212,O______________,nhc_working_bt,EP122025,24.0,-114.1, ,TS,60,991,0,60,40,30,40,20,15,0,15, , , , ,1009,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,45,30,30,60,6,305
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 15:00:00,TS,24.2,-114.4, , , ,PROVISIONAL,232,229,P______________, ,EP122025,24.2,-114.4, ,TS,53,994,0,55,20,30,45,10,7, ,7, , , , ,1009,145,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,53,30,38,60,6,310
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 18:00:00,TS,24.4,-114.6, , , ,PROVISIONAL,246,246,O______________,nhc_working_bt,EP122025,24.4,-114.6, ,TS,45,996,0,50,0,30,50, , , , , , , , ,1009,140,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,60,30,45,60,5,300
2025244N13263,2025,69,EP,MM,LORENA,2025-09-04 21:00:00,TS,24.5,-114.8, , , ,PROVISIONAL,264,264,P______________, ,EP122025,24.5,-114.8, ,TS,43,997,0,25,0,15,50, , , , , , , , ,1008,140,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,285
2025244N13263,2025,69,EP,MM,LORENA,2025-09-05 00:00:00,TS,24.5,-115.0, , , ,PROVISIONAL,282,282,O______________,nhc_working_bt,EP122025,24.5,-115.0, ,TS,40,998,0,0,0,0,50, , , , , , , , ,1007,140,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , , , , , , ,2,260
2025244N13263,2025,69,EP,MM,LORENA,2025-09-05 03:00:00,TS,24.5,-115.0, , , ,PROVISIONAL,282,282,P______________, ,EP122025,24.5,-115.0, ,TS,38,1000,0,0,0,0,40, , , , , , , , ,1007,140,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0
2025244N13263,2025,69,EP,MM,LORENA,2025-09-05 06:00:00,DS,24.4,-115.0, , , ,PROVISIONAL,286, ,O______________,nhc_working_bt,EP122025,24.4,-115.0, ,LO,35,1001,-3,0,0,0,30, , , , , , , , ,1007,140,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,12,30, , ,30,1,155
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-03 12:00:00,NR,27.0,131.6, , , ,PROVISIONAL,454,394,O______________,tcvitals,WP212025,27.0,131.6, , ,29,1002,-1, , , , , , , , , , , , ,1006,131,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,335
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-03 15:00:00,NR,27.5,131.3, , , ,PROVISIONAL,394,325,P______________, ,WP212025,27.5,131.3, , ,29,1002,-1, , , , , , , , , , , , ,1006,140,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,340
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-03 18:00:00,NR,28.1,131.1, , , ,PROVISIONAL,325,247,O______________,tcvitals,WP212025,28.1,131.1, , ,29,1002,-1, , , , , , , , , , , , ,1006,148,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,350
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-03 21:00:00,NR,28.9,131.0, , , ,PROVISIONAL,236,150,P______________, ,WP212025,28.9,131.0, , ,32,1001,-1, , , , , , , , , , , , ,1007,183,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,0
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 00:00:00,NR,29.7,131.1, , , ,PROVISIONAL,150,91,O______________,tcvitals,WP212025,29.7,131.1, , ,35,999,0, , , , , , , , , , , , ,1008,217,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,10
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 03:00:00,NR,30.4,131.3, , , ,PROVISIONAL,88,45,P______________, ,WP212025,30.4,131.3, , ,35,998,0, , , , , , , , , , , , ,1007,191,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,15
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 06:00:00,NR,31.0,131.5, , , ,PROVISIONAL,45,18,O______________,tcvitals,WP212025,31.0,131.5, , ,35,996,0, , , , , , , , , , , , ,1006,165,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,15
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 09:00:00,NR,31.7,131.7, , , ,PROVISIONAL,21,18,P______________, ,WP212025,31.7,131.7, , ,35,997,0, , , , , , , , , , , , ,1007,165,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,20
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 12:00:00,NR,32.3,132.0, , , ,PROVISIONAL,30,21,O______________,tcvitals,WP212025,32.3,132.0, , ,35,997,0, , , , , , , , , , , , ,1008,165,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,25
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 15:00:00,NR,32.7,132.2, , , ,PROVISIONAL,24,0,P______________, ,WP212025,32.7,132.2, , ,35,999,0, , , , , , , , , , , , ,1007,143,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,40
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 18:00:00,NR,33.1,132.8, , , ,PROVISIONAL,0,0,O______________,tcvitals,WP212025,33.1,132.8, , ,35,1000,0, , , , , , , , , , , , ,1006,121,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,60
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-04 21:00:00,NR,33.5,133.9, , , ,PROVISIONAL,0,0,P______________, ,WP212025,33.5,133.9, , ,37,999,0, , , , , , , , , , , , ,1008,204,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,70
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-05 00:00:00,NR,33.9,135.5, , , ,PROVISIONAL,0,0,O______________,tcvitals,WP212025,33.9,135.5, , ,39,998,0, , , , , , , , , , , , ,1010,287,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,70
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-05 03:00:00,NR,34.4,137.3, , , ,PROVISIONAL,33,0,P______________, ,WP212025,34.4,137.3, , ,42,995,0, , , , , , , , , , , , ,1009,274,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,70
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-05 06:00:00,NR,34.9,139.3, , , ,PROVISIONAL,18,0,O______________,tcvitals,WP212025,34.9,139.3, , ,45,992,0,26,104,87,17, , , , , , , , ,1008,260,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,75
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-05 09:00:00,NR,35.3,141.1, , , ,PROVISIONAL,48,48,P______________, ,WP212025,35.3,141.1, , ,48,991,0,44,118,100,35, , , , , , , , ,1008,260,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,75
2025247N27132,2025,70,WP,MM,PEIPAH,2025-09-05 12:00:00,NR,35.6,142.9, , , ,PROVISIONAL,180, ,O______________,tcvitals,WP212025,35.6,142.9, , ,51,990,0,61,131,113,52, , , , , , , , ,1008,260,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,80
2025249N18117,2025,71,WP,MM,TAPAH,2025-09-06 06:00:00,NR,18.2,116.5, , , ,PROVISIONAL,407,407,O______________,tcvitals,WP222025,18.2,116.5, , ,29,1002,-1, , , , , , , , , , , , ,1005,100,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,320
